;productMarketer__name;productMarketer__familyName;productMarketer__country;applicationMain__appMainDescription;applicationDetail__appDetailDescription;rfp__rfp;rfp__hfg;rfp__ppos;rfp__package__package;rfp__basicType;rfp__availablePGS;rfp__dummy;rfp__familyHelper;rfp__packageHelper;salesName__name;salesName__dummy;mainCustomer__customerName;endCustomer__finalCustomerName;distributor__distributorName;tier1__tierOneName;vpaCustomer__customerName;oem__oemName;ems__emsName;id;Reviewed;reviewDate;ID_APP_id;applicationLine;productMarketer_id;hfg;ppos;spNumber;applicationMain_id;dummy;vaild;applicationDetail_id;rfp_id;salesName_id;priceSource;familyPriceApplicable;familyPriceDetails;currency;fxRate;comment;region;secondRegion;dcChannel;priceType;projectName;mainCustomer_id;endCustomer_id;distributor_id;tier1_id;oem_id;ems_id;vpaCustomer_id;dragonId;salesContact;probability;statusProbability;sop;availablePGS;modifiedBy_id;modifiedDate;creationDate;timeBottomUp;basicType;package;series;gen;seriesLong;genDetail;gmLifeTime;revEurLifeTime;volLifeTime;volWeightedLifeTime;vol2020;vol2021;vol2022;vol2023;vol2024;vol2025;vol2026;vol2027;vol2028;vol2029;vol2030;vol2031;vol2032;vol2033;vol2034;vol2035;vol2036;vol2037;vol2038;vol2039;vol2040;vol2041;vol2042;vol2043;vol2044;volCustomer2020;volCustomer2021;volCustomer2022;volCustomer2023;volCustomer2024;volCustomer2025;volCustomer2026;volCustomer2027;volCustomer2028;volCustomer2029;volCustomer2030;volCustomer2031;volCustomer2032;volCustomer2033;volCustomer2034;volCustomer2035;volCustomer2036;volCustomer2037;volCustomer2038;volCustomer2039;volCustomer2040;volCustomer2041;volCustomer2042;volCustomer2043;volCustomer2044;price2020;price2021;price2022;price2023;price2024;price2025;price2026;price2027;price2028;price2029;price2030;price2031;price2032;price2033;price2034;price2035;price2036;price2037;price2038;price2039;price2040;price2041;price2042;price2043;price2044;vhk2020;vhk2021;vhk2022;vhk2023;vhk2024;vhk2025;vhk2026;vhk2027;vhk2028;vhk2029;vhk2030;vhk2031;vhk2032;vhk2033;vhk2034;vhk2035;vhk2036;vhk2037;vhk2038;vhk2039;vhk2040;vhk2041;vhk2042;vhk2043;vhk2044;gm2020;gm2021;gm2022;gm2023;gm2024;gm2025;gm2026;gm2027;gm2028;gm2029;gm2030;gm2031;gm2032;gm2033;gm2034;gm2035;gm2036;gm2037;gm2038;gm2039;gm2040;gm2041;gm2042;gm2043;gm2044;wVol2020;wVol2021;wVol2022;wVol2023;wVol2024;wVol2025;wVol2026;wVol2027;wVol2028;wVol2029;wVol2030;wVol2031;wVol2032;wVol2033;wVol2034;wVol2035;wVol2036;wVol2037;wVol2038;wVol2039;wVol2040;wVol2041;wVol2042;wVol2043;wVol2044;wRev2020;wRev2021;wRev2022;wRev2023;wRev2024;wRev2025;wRev2026;wRev2027;wRev2028;wRev2029;wRev2030;wRev2031;wRev2032;wRev2033;wRev2034;wRev2035;wRev2036;wRev2037;wRev2038;wRev2039;wRev2040;wRev2041;wRev2042;wRev2043;wRev2044;wGrossMargin2020;wGrossMargin2021;wGrossMargin2022;wGrossMargin2023;wGrossMargin2024;wGrossMargin2025;wGrossMargin2026;wGrossMargin2027;wGrossMargin2028;wGrossMargin2029;wGrossMargin2030;wGrossMargin2031;wGrossMargin2032;wGrossMargin2033;wGrossMargin2034;wGrossMargin2035;wGrossMargin2036;wGrossMargin2037;wGrossMargin2038;wGrossMargin2039;wGrossMargin2040;wGrossMargin2041;wGrossMargin2042;wGrossMargin2043;wGrossMargin2044;asp2020;asp2021;asp2022;asp2023;asp2024;asp2025;asp2026;asp2027;asp2028;asp2029;asp2030;asp2031;asp2032;asp2033;asp2034;asp2035;asp2036;asp2037;asp2038;asp2039;asp2040;asp2041;asp2042;asp2043;asp2044;fy_vol2020;fy_vol2021;fy_vol2022;fy_vol2023;fy_vol2024;fy_vol2025;fy_vol2026;fy_vol2027;fy_vol2028;fy_vol2029;fy_vol2030;fy_vol2031;fy_vol2032;fy_vol2033;fy_vol2034;fy_vol2035;fy_vol2036;fy_vol2037;fy_vol2038;fy_vol2039;fy_vol2040;fy_vol2041;fy_vol2042;fy_vol2043;fy_vol2044;fy_gm2020;fy_gm2021;fy_gm2022;fy_gm2023;fy_gm2024;fy_gm2025;fy_gm2026;fy_gm2027;fy_gm2028;fy_gm2029;fy_gm2030;fy_gm2031;fy_gm2032;fy_gm2033;fy_gm2034;fy_gm2035;fy_gm2036;fy_gm2037;fy_gm2038;fy_gm2039;fy_gm2040;fy_gm2041;fy_gm2042;fy_gm2043;fy_gm2044;fy_wVol2020;fy_wVol2021;fy_wVol2022;fy_wVol2023;fy_wVol2024;fy_wVol2025;fy_wVol2026;fy_wVol2027;fy_wVol2028;fy_wVol2029;fy_wVol2030;fy_wVol2031;fy_wVol2032;fy_wVol2033;fy_wVol2034;fy_wVol2035;fy_wVol2036;fy_wVol2037;fy_wVol2038;fy_wVol2039;fy_wVol2040;fy_wVol2041;fy_wVol2042;fy_wVol2043;fy_wVol2044;m_wRev2020;m_wRev2021;m_wRev2022;m_wRev2023;m_wRev2024;m_wRev2025;m_wRev2026;m_wRev2027;m_wRev2028;m_wRev2029;m_wRev2030;m_wRev2031;m_wRev2032;m_wRev2033;m_wRev2034;m_wRev2035;m_wRev2036;m_wRev2037;m_wRev2038;m_wRev2039;m_wRev2040;m_wRev2041;m_wRev2042;m_wRev2043;m_wRev2044
0;Test;Marketer;Germany;BMS;BMS 48v;CY8C21534-24P;2;CY8C21534-24P;PG-SSOP-28-800;C3022X;True;False;AUTOPSOC;PG-SSOP-28-800;00002270773;False;Intron;Geely;Intron;G-Pulse;BYD;BYD;Intron;7;0;0;3;0;1;2;CY8C21534-24P;0;1;False;True;2;1;1;fieldMissing;True;Test Comment;EUR;1.000000;Test Project;GC;GC;;Estimation;ADAS_GEELY;6;129;6,0;32,0;15,0;6,0;21,0;fieldMissing;0;0.9;DW (90%);2025;True;1;2023-01-04 09:37:55.495917+00:00;2022-12-14 12:36:26.070291+00:00;fieldMissing;fieldMissing;PG-SSOP-28-800;NEUTRON;fieldMissing;fieldMissing;fieldMissing;0E-12;24308519.000000000000;2445788.000000000000;2201209.200000000000;0;0;0;0;0;149361;448083;672125;672125;504094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;9.00;10.00;10.00;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;134424;403274;604912;604912;453684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;1209824.10;4032747.00;6049125.00;6049125.00;4536846.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.00;10.00;10.00;10.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;93346;404513;681454;740577;623110;126022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;84011;364061;613308;666519;560799;113419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1;Test;Marketer;Germany;BMS;BMS 48v;CY8C21534;2;CY8C21534;PG-SSOP-28-800;C3022X;True;False;AUTOPSOC;PG-SSOP-28-800;00002270773X;False;Aiway;AESC;;;;;;10;0;0;4;0;1;2;CY8C21534;0;1;False;True;2;2;2;0;False;;EUR;1.000000;;EMEA;EMEA;;Estimation;test project 10;84;16;0,0;0,0;0,0;0,0;0,0;fieldMissing;0;0.6;DI (60%);2020;True;1;2023-01-04 10:02:33.791507+00:00;2022-12-15 15:23:06.865413+00:00;fieldMissing;C3022X;PG-SSOP-28-800;NEUTRON;AUTOPSOC;N/A;0;0E-12;22221164.000000000000;5555291.000000000000;3333174.600000000000;751862;1503725;1503725;1002483;501241;200496;66832;19094;4773;1060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;751862;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;451117;902235;902235;601489;300744;120297;40099;11456;2863;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1804468.80;3608940.00;3608940.00;2405959.20;1202978.40;481190.40;160396.80;45825.60;11455.20;2544.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;832;1347721;4294648;376001;880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;499;808632;2576788;225600;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1996.80;3234530.40;10307155.20;902402.40;2112.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
