"Product List - Marketing    (all active SP# , ie. SP Del State = UNDEFINED; without IRHIR; including Cypress)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;visits since 2014-05-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;0;;;;0;0;0;0;23.282;176.145;2.186.858;10.062.513;26.732.272;42.708.023;65.144.689;89.170.336;12.189.037;41.128.461;136.903.315;109.609.658;;;;;;;;;;
data source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MTB0002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSPLFL;DSPLFL;;DSPLFL; ; ;DSPLFL;; ;DSPLFL;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;DSPLFL;DSPLFL;;;;;DSPLFL;DSPLFL;;DSPLFL;DSPLFL;;;;;;;;;;;;;;;;;;;;;DSPLFL;;;;;;;;;DSPLFL;DSPLFL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Catalogs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSMP;DSMP;;DSMP;DSMP;DSMP;DSMP;DSMP;DSPLFL;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;;DSMP;DSMP;DSPLFL;DSPLFL;DSPLFL;;DSMP;DSMP;;DSMP;DSMP;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002;MTB0002; ;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSPLFL;DSMP;DSPLFL;DSPLFL;DSMP;DSPLFL;DSPLFL;DSPLFL;DSPLFL; ;DSMP;DSMP;DSMP;CY-PMD-Converter;xxx;DSMP;DSPLFL;DSPLFL;DSMP;DSMP;DSMP;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;;upload ;upload ;upload ;upload ;upload ;DSMP;DSMP;;DSPLFL;DSPLFL;DSMP;DSPLFL;DSMP;DSMP;;DSMP;MTB002;DSMP;MTB002;xxx;DSPLFL;MTB002;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;DSPLFL;Catalogs;Catalogs;DSPLFL;DSPLFL;DSPLFL;DSPLFL;;DSPLFL;xxx;xxx;xxx;xxx;xxx;xxx;DSPLFL;DSPLFL;DSPLFL;xxx;xxx;xxx;xxx;xxx;DSMP;DSPLFL;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DSMP;DMOP;DMOP;DMOP;DMOP;DMOP;DMOP;DMOP;DMOP;DSMP;DSMP;DMOP;MTB0002;MTB0002;MTB0002;;upload ;upload ;upload ;upload ;upload ;upload ;upload ;upload ;upload ;upload ;upload ;DMOP;DMOP;DMOP;DMOP;DMOP;;;xxx;xxx;xxx;xxx;xxx;xxx;xxx;
ATV;MC;CSC;90;BCH;AUTOPSOC;2;90_2;PSoC1;208;90_208;8A2100_28;NEUTRON_SP28;P52b;P52x;;KM;;Sukumar Kishore (CYSC ATV MC SBS);Gadekar Dushyant Shivaji (IFINS ATV MC SBS 1);Mutyala Shadguna (CYSC CSS SPM ICW PE PETE);;;Harada Norio (CIGK QM MC);Mahadeshwara Kaushik (IFINS ATV SPM CMOP BDH HSMM);;C3022X;;PG-SSOP-28-800;;;;;;Device;CY8C21534-24P;C3022;PG-SSOP-28-800;;01DZN;CY8C21534-24P;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652212;SP00565221100002270773;;;Y;N;N;;N;;DESIGNIN;97;PG-SSOP-28;Y;Y;Yes;;;;;;;;;;;N;;?;PG-SSOP-28;PG;SSOP;28;;00002270773;SP005652211;00002270773;00002270773;;CYP;active and preferred;COM;NC;Y;Y;Y;PG-SSOP-28-800;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;1;;M9;2022-03-25;;1000;1;1;TAPE & REEL;DRY;;;;;;;;;;HARMAN;active and preferred;;;NA;;A;AMKOR_PH;SONOS_FAB4  SONOS_FAB5_1_PBO;AUTOPSOC;;"HHGRACE_CN; Skywater_US";NEUTRON;In Production;ATV_MC-CY;;;;;....;2 - PSoC1;;;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;90;2;DCA;;Device;;;;;;;;1.360.026;ATV;90_208;11;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MC;CSC;90;BCH;AUTOPSOC;2;90_2;PSoC1;208;90_208;8A2100_28;NEUTRON_SP28;P52b;P52x;;KM;;Sukumar Kishore (CYSC ATV MC SBS);Gadekar Dushyant Shivaji (IFINS ATV MC SBS 1);Mutyala Shadguna (CYSC CSS SPM ICW PE PETE);;;Harada Norio (CIGK QM MC);Yeoh Esther Phoey San (IFPG ATV SPM PEN);;C3022X;;PG-SSOP-28-800;;;;;;Device;CY8C21534;C3022;PG-SSOP-28-800;;01DZL;CY8C21534;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005642690;SP00564268900002270773X;;;Y;N;Y;20.03.2021;N;;STANDARD;52;PG-SSOP-28;Y;Y;Yes;;;;;;;;;;;N;;?;PG-SSOP-28;PG;SSOP;28;;00002270773X;SP005642689;;00002270773X;;CYP;on request;CSP;NC;Y;Y;Y;PG-SSOP-28-800;UNDEFINED;2021-09-07;2021-09;2021;;;;x;1;;;;;;;2350;1;1;TUBE;DRY;;;;;;;;;;HARMAN;on request;;;NA;;A, E;AMKOR_PH;SONOS_FAB4  SONOS_FAB5_1_PBO;AUTOPSOC;;"HHGRACE_CN; Skywater_US";NEUTRON;In Production;ATV_MC-CY;;;;;....;2 - PSoC1;;;;To be classified at M8;;To be classified at M8;;To be classified at M8;;;;;Cypress..initial..load;no;Exclusion due to product properties;;no;n8;N;N;;Y;N;90;2;DCH;;Device;;;;;;;;1.360.026;ATV;90_208;11;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;2;95_2;STD SPI;I47;95_I47;S25FL032P0;S25FL032P0XMFA01;M7Ae;;;T1;;Mandaliya Pritesh (IFMS FS APM AE2);Bright Matthew (IFMS FS APM);;;;Ohta Yusaku (IFMSJP QM MS);Tewari Reetika (IFINS ATV SPM CMOP MS RAM);;C4500X;;PG-DSO-8-807;;;;;;Device;S25FL032P0XMFA01;C4500;PG-DSO-8-807;;01HTV;S25FL032P0XMFA01;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652214;SP00565221300002337541;;;Y;Y;N;;N;;DESIGNIN;98;PG-DSO-8;Y;Y;Yes;;;;;;;;;;;N;;?;PG-DSO-8;PG;DSO;8;;00002337541;SP005652213;00002337541;00002337541;;CYP;discontinued;ASP;SM;Y;Y;Y;PG-DSO-8-807;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;1;;M11;2022-03-25;;2100;1;1;TAPE & REEL;DRY;;;PTN213102;2022-03-31;2022-05-11;2022-05-11;1900-01-00;2023-02-13;;HARMAN BECKER;discontinued;;;NA;;A, B, V;GREATEK_TW, UNIMOS_CN, UTAC_TH, ZKT_CN;MB90;NOR;;CY_US_FAB25;FL032P;In Production;ATV_MS-CY;;;;;....;2 - STD SPI;;BE+ZKT_CN;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;Y;N;N;N;N;95;2;DCA;;Device;;;;;;;;1.305.411;ATV;95_I47;13;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;1;95_1;PNOR;A03;95_A03;S29GL256N1;S29GL256N11FFA02;M7Ah;;;VC;;Mandaliya Pritesh (IFMS FS APM AE2);Bahm Alexander (IFMS FS APM PM2);;;;Ohta Yusaku (IFMSJP QM MS);V C Aravindan (IFINS ATV SPM CMOP ST);;C4591X;;PG-LFBGA-64-800;;;;;;Device;S29GL256N11FFA02;C4591;PG-LFBGA-64-800;;01HND;S29GL256N11FFA02;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652218;SP00565221700002346583;;;Y;N;Y;01.10.2021;N;;DESIGNIN;0;PG-LFBGA-64;U;Y;No;;;;;;;;;;;N;;?;PG-LFBGA-64;PG;LFBGA;64;;00002346583;SP005652217;00002346583;00002346583;;CYP;discontinued;ASP;SM;Y;U;N;PG-LFBGA-64-800;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;;1;;2022-03-25;;1600;1;1;TAPE & REEL;DRY;;;PTN204702;2022-09-30;2021-10-30;2021-10-30;1900-01-00;2022-05-16;S29GL256S90FHA023;HARMAN BECKER;discontinued;;S29GL256S90FHA023;NA;;A, I;CY_TH;MB110;NOR;;CY_US_FAB25;GL256N;Discontinued;ATV_MS-CY;;;;;....;1 - PNOR;;;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;1;DCA;;Device;4.800;1;1;;OEM;;;2.161;ATV;95_A03;3;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;1;95_1;PNOR;A01;95_A01;S29GL512N1;S29GL512N11FFA02;M7Ah;;;VC;;Mandaliya Pritesh (IFMS FS APM AE2);Bahm Alexander (IFMS FS APM PM2);;;;Ohta Yusaku (IFMSJP QM MS);V C Aravindan (IFINS ATV SPM CMOP ST);;C4567X;;PG-LFBGA-64-800;;;;;;Device;S29GL512N11FFA02;C4567;PG-LFBGA-64-800;;01HNB;S29GL512N11FFA02;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652222;SP00565222100002346591;;;Y;N;Y;01.10.2021;N;;DESIGNIN;0;PG-LFBGA-64;U;Y;No;;;;;;;;;;;N;;?;PG-LFBGA-64;PG;LFBGA;64;;00002346591;SP005652221;00002346591;00002346591;;CYP;discontinued;ASP;SM;Y;U;N;PG-LFBGA-64-800;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;;1;;2022-03-25;;1600;1;1;TAPE & REEL;DRY;;;PTN204702;2022-09-30;2021-10-30;2021-10-30;1900-01-00;2022-05-16;S29GL512S11FHB023;HARMAN BECKER;discontinued;;S29GL512S11FHB023;NA;;A;CY_TH;MB110;NOR;;CY_US_FAB25;GL512N;Discontinued;ATV_MS-CY;;;;;....;1 - PNOR;;;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;1;DCA;;Device;1.600;1;1;;EMS;;;44.760;ATV;95_A01;3;;;;;;;;;;;;;;;;1.600;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;1;95_1;PNOR;P92;95_P92;S29AL008J5;S29AL008J55TFAR2;M7Ac;;;VR;;Mandaliya Pritesh (IFMS FS APM AE2);Bahm Alexander (IFMS FS APM PM2);;;;Ohta Yusaku (IFMSJP QM MS);Vishweshwaraiah Rashmi (IFINS ATV SPM CMOP MS RAM);;C4533X;;PG-TSOP-48-800;;;;;;Device;S29AL008J55TFAR2;C4533;PG-TSOP-48-800;;01HOL;S29AL008J55TFAR2;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652226;SP00565222500002490481;;;Y;N;N;;N;;DESIGNIN;98;PG-TSOP-48;U;Y;Undefined;;;;;;;;;;;N;;?;PG-TSOP-48;PG;TSOP;48;;00002490481;SP005652225;00002490481;00002490481;;CYP;discontinued;ASP;SM;Y;U;U;PG-TSOP-48-800;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;1;;M9;2022-03-25;;1000;1;1;TAPE & REEL;DRY;;;;2022-09-30;2022-11-16;2022-11-16;1900-01-00;2023-08-16;S29AL008J55TFIR23;HARMAN BECKER;discontinued;;S29AL008J55TFIR23;NA;;A, M;CY_TH;FG110;NOR;;CY_US_FAB25;AL008J;In Production;ATV_MS-CY;;;;;....;1 - PNOR;;;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;1;DCA;;Device;;;;;;;;206.862;ATV;95_P92;6;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;2;95_2;STD SPI;I99;95_I99;S25FL116K0;S25FL116K0XMFA01;M7Ad;;;S5;;Mandaliya Pritesh (IFMS FS APM AE2);Bright Matthew (IFMS FS APM);;;;Ohta Yusaku (IFMSJP QM MS);Sharma Tarun (CSTIPL CSC BO BP 1);;C4504X;;PG-DSO-8-807;;;;;;Device;S25FL116K0XMFA01;C4504;PG-DSO-8-807;;01HUJ;S25FL116K0XMFA01;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652228;SP00565222700002564807;;;Y;N;Y;01.10.2021;N;;DESIGNIN;0;PG-DSO-8;Y;Y;Yes;;;;;;;;;;;N;;?;PG-DSO-8;PG;DSO;8;;00002564807;SP005652227;00002564807;00002564807;;CYP;discontinued;ASP;SM;Y;Y;Y;PG-DSO-8-807;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;;1;;2022-03-25;;2100;1;1;TAPE & REEL;DRY;;;PTN172506;2020-06-30;2020-03-01;2020-03-01;1900-01-00;2021-06-30;S25FL064LABMFA013;HARMAN BECKER;discontinued;;S25FL064LABMFA013;NA;;A, B;"UNIMOS_CN; ZKT_CN";FG90;NOR;;XMC_CN;FL116K;Discontinued;ATV_MS-CY;;;;;....;2 - STD SPI;Temp:A+B+V;LDD23+sample, Temp:A+B+V;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;2;DCA;;Device;63.000;1;1;;OEM;;;52.270;ATV;95_I99;2;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;2;95_2;STD SPI;K45;95_K45;S25FL132K0;S25FL132K0XMFA01;M7Ae;;;NY;;Mandaliya Pritesh (IFMS FS APM AE2);Bright Matthew (IFMS FS APM);;;;Ohta Yusaku (IFMSJP QM MS);Ng Yee Chuen (IFPG ATV SPM PEN MS);;C4505X;;PG-DSO-8-807;;;;;;Device;S25FL132K0XMFA01;C4505;PG-DSO-8-807;;01HVO;S25FL132K0XMFA01;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652232;SP00565223100002581884;;;Y;N;Y;01.01.2018;N;;DESIGNIN;97;PG-DSO-8;Y;Y;Yes;;;;;;;;;;;N;;?;PG-DSO-8;PG;DSO;8;;00002581884;SP005652231;00002581884;00002581884;;CYP;discontinued;ASP;SM;Y;Y;Y;PG-DSO-8-807;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;1;;M11;2022-03-25;;2100;1;1;TAPE & REEL;DRY;;;PTN172506;2020-06-30;2020-03-01;2020-03-01;1900-01-00;2021-06-30;S25FL064LABMFA013;HARMAN BECKER;discontinued;;S25FL064LABMFA013;NA;;A, B;"UNIMOS_CN; ZKT_CN";FG90;NOR;;XMC_CN;FL132K;Discontinued;ATV_MS-CY;;;;;....;2 - STD SPI;;LDD23+sample;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;2;DCA;;Device;56.700;1;1;;OEM;;;1.281.887;ATV;95_K45;2;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;2;95_2;STD SPI;J22;95_J22;S25FL127SA;S25FL127SABNFB10;M7Ag;;;RN;;Mandaliya Pritesh (IFMS FS APM AE2);Bright Matthew (IFMS FS APM);;;;Ohta Yusaku (IFMSJP QM MS);Muhamad Ridzwan Nursuhaila (IFPG ATV SPM PEN MS);;C4508X;;PG-WSON-8-802;;;;;;Device;S25FL127SABNFB10;C4508;PG-WSON-8-802;;01HUV;S25FL127SABNFB10;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652236;SP00565223500002597667;;;Y;N;N;;N;;DESIGNIN;97;PG-WSON-8;Y;Y;Yes;;;;;;;;;;;N;;?;PG-WSON-8;PG;WSON;8;;00002597667;SP005652235;00002597667;00002597667;;CYP;active and preferred;ASP;SM;Y;Y;Y;PG-WSON-8-802;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;1;;M9;2022-03-25;;4000;1;1;TAPE & REEL;DRY;;;;;;;;;;HARMAN BECKER;active and preferred;;;NA;;A, B;ASE_TW_CL;MB65_non-PBO;NOR;;XMC_CN;FL127S;In Production;ATV_MS-CY;;;;;....;2 - STD SPI;;;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;2;DCA;;Device;1.405.449;2;1;1;Distribution;EMS;;1.071.331;ATV;95_J22;5;201.196;3;1;;;;;;;;;;;;;661.448;80.000;504.000;160.000;;x;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
ATV;MS;CSC;95;FS;NOR;2;95_2;STD SPI;J00;95_J00;S25FL116K0;S25FL116K0XMFA04;M7Ad;;;NY;;Mandaliya Pritesh (IFMS FS APM AE2);Bright Matthew (IFMS FS APM);;;;Ohta Yusaku (IFMSJP QM MS);Ng Yee Chuen (IFPG ATV SPM PEN MS);;C4504X;;PG-DSO-8-805;;;;;;Device;S25FL116K0XMFA04;C4504;PG-DSO-8-805;;01HUK;S25FL116K0XMFA04;UNDEFINED;2021-06-28;AUTOMOTIVE;;PR005652238;SP00565223700002630559;;;Y;N;Y;01.01.2018;N;;DESIGNIN;97;PG-DSO-8;Y;Y;Yes;;;;;;;;;;;N;;?;PG-DSO-8;PG;DSO;8;;00002630559;SP005652237;00002630559;00002630559;;CYP;discontinued;ASP;SM;Y;Y;Y;PG-DSO-8-805;UNDEFINED;2021-09-07;2021-09;2021;;;;x;;;1;;M11;2022-03-25;;3600;1;1;TAPE & REEL;DRY;;;PTN172506;2022-03-31;2019-11-05;2019-11-05;1900-01-00;2023-03-31;;HARMAN BECKER;discontinued;;;NA;;A, B;"UNIMOS_CN; ZKT_CN";FG90;NOR;;XMC_CN;FL116K;Discontinued;ATV_MS-CY;;;;;....;2 - STD SPI;;LDD23+sample;;Alternative use;;Alternative use;;Alternative use;;;Finished product (SP#) will be sold to more than one Customer;;Cypress..initial..load;yes;Alternative use;AF: SP# could be sold to Main Customers who currently buy a similar product;no;n16;N;N;N;N;N;95;2;DCA;;Device;158.400;2;1;1;Distribution;OEM;;506.126;ATV;95_J00;3;;;;;;;;;;;;;;;;;;;;;;;2022-11-17;2022-11-17;278.654;58.363;123.269;26.299;DSMP, DSPLFL, MTB002, DMOP  extract: 2022-11-17  04:20;x
