PPOS;rfp;HFG;salesName
SAB-TC337LP_PD-292_CU;SAL-TC337LP-32F200S;X;SAL-TC337LP-32F300S AA
SAB-TC360DP_PD-BD;SAL-TC360DP-64F300;X;SAL-TC360DP-64F200 AA
SAB-TC360DP_PD-BD;SAL-TC360DP-64F300;X;SAL-TC360DP-64F300 AA
SAB-TC364DP_PD-144_0.4_CU;SAL-TC364DP-64F300F;X;SAL-TC364DP-64F200F AA
SAB-TC364DP_PD-144_0.5_CU;SAL-TC364DP-64F300W;X;SAL-TC364DP-64F200W AA
SAB-TC364DP_PD-144_0.4_CU;SAL-TC364DP-64F300F;X;SAL-TC364DP-64F300F AA
SAB-TC364DP_PD-144_0.5_CU;SAL-TC364DP-64F300W;X;SAL-TC364DP-64F300W AA
SAB-TC365DP_PD-176_CU;SAL-TC365DP-64F300W;X;SAL-TC365DP-64F200W AA
SAB-TC365DP_PD-176_CU;SAL-TC365DP-64F300W;X;SAL-TC365DP-64F300W AA
SAB-TC366DP_PD-180_CU;SAL-TC366DP-64F300S;X;SAL-TC366DP-64F200S AA
SAB-TC366DP_PD-180_CU;SAL-TC366DP-64F300S;X;SAL-TC366DP-64F300S AA
SAB-TC367DP_PD-292_CU;SAL-TC367DP-64F300S;X;SAL-TC367DP-64F200S AA
SAB-TC367DP_PD-292_CU;SAL-TC367DP-64F300S;X;SAL-TC367DP-64F300S AA
SAB-TC370TE_ED-BD;SAL-TC370TE-96F300_NO-PLAN;X;SAL-TC370TE-96F300 AB
SAB-TC370TP_PD-BD;SAL-TC370TP-96F300;X;SAL-TC370TP-96F300 AA
SAB-TC375TP_PD-176_CU;SAL-TC375DP-96F300W;X;SAL-TC375DP-96F300S AA
SAB-TC375TP_PD-176_CU;SAL-TC375DP-96F300W;X;SAL-TC375DP-96F300W AA
SAB-TC375TX_ED-176_CU;SAB-TC375TE-96F300W_NO-PLAN;X;SAL-TC375TE-96F300W AB
SAB-TC375TP_PD-176_CU;SAL-TC375TI-96F300W;X;SAL-TC375TI-96F300W AA
SAB-TC375TP_PD-176_CU;SAL-TC375TI-96F300W;X;SAL-TC375TI-96F300W AA
SAB-TC375TP_PD-176_CU;SAL-TC375TP-96F300W;X;SAL-TC375TP-96F300W AA
SAB-TC375TP_PD-176_CU;SAL-TC375TP-96F300W;X;SAL-TC375TP-96F300W AA
SAB-TC377TP_PD-292_CU;SAL-TC377DP-96F300S;X;SAL-TC377DP-96F300S AA
SAB-TC377TX_ED-292_CU;SAL-TC377TX-96F300S;X;SAL-TC377TE-96F300S AB
SAB-TC377TP_PD-292_CU;SAL-TC377TP-96F300S;X;SAL-TC377TP-96F300S AA
SAB-TC377TP_PD-292_CU;SAL-TC377TP-96F300S;X;SAL-TC377TP-96F300S AA
SAB-TC377TX_ED-292_CU;SAL-TC377TX-96F300S;X;SAL-TC377TX-96F300S AB
SAB-TC380QP_PD-BD;SAL-TC380QP-160F300;X;SAL-TC380QP-160F300 AA
SAB-TC380QP_PD-BD;SAL-TC380QP-160F300;X;SAL-TC380QP-160F300 AB
SAB-TC380QP_PD-BD;SAL-TC380QP-160F300;X;SAL-TC380QP-160F300 AD
SAB-TC380QP_PD-BD;SAL-TC380QP-160F300;X;SAL-TC380QP-160F300 AE
SAB-TC387QP_PD-292_CU;SAL-TC387QP-160F300S;X;SAL-TC387QP-160F300S AD
SAB-TC387QP_PD-292_CU;SAL-TC387QP-160F300S_AE;X;SAL-TC387QP-160F300S AE
SAB-TC387QP_PD-292_CU;SAL-TC387QP-160F300S_AE;X;SAL-TC387QP-160F300S AE
SAB-TC387QP_PD-292_CU;SAL-TC387TP-XXXF300S;X;SAL-TC387TP-128F300S AD
SAB-TC387QP_PD-292_CU;SAL-TC387TP-XXXF300S_AE;X;SAL-TC387TP-128F300S AE
SAB-TC387QP_PD-292_CU;SAL-TC387TP-XXXF300S_AE;X;SAL-TC387TP-128F300S AE
SAB-TC387QP_PD-292_CU;SAL-TC387TP-XXXF300S;X;SAL-TC387TP-160F300S AD
SAB-TC387QP_PD-292_CU;SAL-TC387TP-XXXF300S_AE;X;SAL-TC387TP-160F300S AE
SAB-TC387QP_PD-292_CU;SAL-TC387TP-XXXF300S_AE;X;SAL-TC387TP-160F300S AE
SAB-TC389QP_PD-516_CU;SAL-TC389QP-160F300S;X;SAL-TC389QP-160F300S AD
SAB-TC389QP_PD-516_CU;SAL-TC389QP-160F300S_AE;X;SAL-TC389QP-160F300S AE
SAB-TC389QP_PD-516_CU;SAL-TC389QP-160F300S_AE;X;SAL-TC389QP-160F300S AE
SAB-TC390XE_ED-BD;SAL-TC390XE-256F300;X;SAL-TC390XE-256F300 BC
SAB-TC390XE_ED-BD;SAL-TC390XE-256F300;X;SAL-TC390XE-256F300 BD
SAB-TC397X_PDED-292_CU;SAL-TC397QP-256F300S_BD;X;SAL-TC397QP-192F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397QP-256F300S_BD;X;SAL-TC397QP-192F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397QP-256F300S_BD;X;SAL-TC397QP-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397QP-256F300S_BD;X;SAL-TC397QP-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XP-256F300S;X;SAL-TC397XE-256F300S BC
SAB-TC397X_PDED-292_CU;SAL-TC397XP-256F300S_BD;X;SAL-TC397XE-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XP-256F300S_BD;X;SAL-TC397XE-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XP-256F300S;X;SAL-TC397XP-256F300S BC
SAB-TC397X_PDED-292_CU;SAL-TC397XP-256F300S_BD;X;SAL-TC397XP-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XP-256F300S_BD;X;SAL-TC397XP-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XX-256F300S_BD;X;SAL-TC397XX-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XX-256F300S_BD;X;SAL-TC397XX-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XZ-256F300S_BD;X;SAL-TC397XZ-256F300S BD
SAB-TC397X_PDED-292_CU;SAL-TC397XZ-256F300S_BD;X;SAL-TC397XZ-256F300S BD
SAB-TC399X_PDED-516_CU;SAL-TC399XP-256F300S;X;SAL-TC399XE-256F300S BC
SAB-TC399X_PDED-516_CU;SAL-TC399XP-256F300S_BD;X;SAL-TC399XE-256F300S BD
SAB-TC399X_PDED-516_CU;SAL-TC399XP-256F300S_BD;X;SAL-TC399XE-256F300S BD
SAB-TC399X_PDED-516_CU;SAL-TC399XP-256F300S;X;SAL-TC399XP-256F300S BC
SAB-TC399X_PDED-516_CU;SAL-TC399XP-256F300S_BD;X;SAL-TC399XP-256F300S BD
SAB-TC399X_PDED-516_CU;SAL-TC399XP-256F300S_BD;X;SAL-TC399XP-256F300S BD
SAB-TC399X_PDED-516_CU;SAL-TC399XX-256F300S;X;SAL-TC399XX-256F300S BC
SAB-TC399X_PDED-516_CU;SAL-TC399XX-256F300S_BD;X;SAL-TC399XX-256F300S BD
SAB-TC399X_PDED-516_CU;SAL-TC399XX-256F300S_BD;X;SAL-TC399XX-256F300S BD
SAB-TC3E7QX_EVO-292;SAL-TC3E7QF-192F300S;X;SAL-TC3E7QF-192F300S AA
SAB-TC3E7QX_EVO-292;SAL-TC3E7QG-160F300S;X;SAL-TC3E7QG-160F300S AA
SAB-TC3E7QX_EVO-292;SAL-TC3E7QX-192F300S;X;SAL-TC3E7QX-192F300S AA
SAB-TC1782-320FHR_CU;SAK-TC1782N-320FHR;A;TC1782_DAISY CHAIN
SAB-TC1784-320FEL;SAK-TC1784F-320F180EL;A;TC1784-DAISY CHAIN
SAB-TC1791-512FEP_CU;SAB-TC1791-512FEP;A;TC1791-DAISY CHAIN
SAB-TC1793-512FF_CU;SAK-TC1793S-512F270F;A;TC1793 DAISYCHAIN
SAB-TC1798-512FEP_CU;TC1798 DAISYCHAIN;A;TC1798 DAISYCHAIN
SAB-TC387QP_PD-292_CU;SAK-TC387QP-160F300S;X;TC387 DAISY CHAIN
